"回答日時","受付番号","回答ユーザ","第２回:キーワード①","第２回:キーワード②","第２回:キーワード③","第２回:キーワード④","第２回:キーワード⑤"
"2022/04/28 23:35","6945","22020048","メール等の中に自分の宝になるものが埋もれているかもしれない","忙しいとは心を無くしてることと同じ","悩みすぎた時にその沼から抜け出すための方法を考えておく","ひとつの事に対して悩ますぎない","精一杯楽しんだ上で嫌なこともある程度前向きに捉える"
"2022/04/28 23:35","6944","24020433","自分たちは見過ごしがちだということを自覚する","外の目を持って気づく","対話","悩み過ぎない","諦めない"
"2022/04/28 23:35","6943","31020027","就活","スキル","知識","外の目","忙しいは心を無くす？"
"2022/04/28 23:34","6942","31021520","情報収集力","自覚する","対話が必要","悩みすぎない","最後まで諦めない"
"2022/04/28 23:34","6941","25020526","伊藤忠商事","文化遺産の社会的価値","英語で電話がかかってくる","物の売り買い以外で価値を生み出す","起業したい"
"2022/04/28 23:34","6939","25020684","常にアンテナを張り、自分に有益な情報を逃さない","周りが気づいていないことを客観的に自覚する力","「忙しい」と言わない","日本人は少数派","仕事で必要なのは会話ではなく対話"
"2022/04/28 23:34","6940","23021188","情報収集","チャレンジ精神","信頼関係","何事も前向きに","会話と対話"
"2022/04/28 23:34","6938","26022172","情報収集を行う習慣をつける","自分にとって大切な情報は見落としてるかもしれない","自分の置かれている状況を把握する大切さ","違う価値観の人と話す対話","社会のためになることを探す"
"2022/04/28 23:34","6937","22021388","自分たちが未熟だったら商売として成り立たない。","自分や会社を磨くことが社会のためにいいものになる。","奉仕のための練達","これはどうかと迷った時は自分自身を美味しくするもの。","真理はなんぢらに自由を得さすべし。"
"2022/04/28 23:34","6935","27020218","最前列で授業を聞く","バイトは社会経験","悩みすぎない","心の余裕を持つ","大学から情報を得る"
"2022/04/28 23:34","6934","22020439","大学からの情報を常にキャッチする様心がける","仕事をしていく上で、身体の健康も大事だけど心の余裕も大事","周りも見て行動出来ているというか、客観的に見ること","｢会話｣ではなく、国や背景が異なる人たちと｢対話｣をするのはとても重要なこと","仕事のやりがいの１つは｢人の関わり｣"
"2022/04/28 23:34","6933","34021270","情報を見過ごさず、何事にも関心をもつ","自分の意見だけではなく、周りの意見も大切にする","忙しい時も、自分の心に余裕を持つ","失敗しても、すぐに立ち上がり前向きに捉える","周りを見る目を養い、柔軟に対応する"
"2022/04/28 23:34","6932","22021300","SDGs","なにかの専門家として知識を身につける","心の余裕をもつ","休憩は大事","商売として成り立たないと、持続性がない"
"2022/04/28 23:34","6931","24019711","商社とは、自分が主体になって商売を作っていくことができる場所であるということ。","会社を選んだというよりも選んでもらったという気持ちがあるということ。","バックグラウンドの違う人と触れ合うときは、自分を知って、相手を知ることが大切であること。","物事は何がいいかなんてことは分からないからこそ、失敗したとしても反省したうえで前向きになること「前向きな塞翁が馬」と考えるといい。","嫌なことは長くは続かないから前向きにとらえるべきだけれど、本当に嫌なことはやめておくというのも一つの手段であるということ。"
"2022/04/28 23:34","6930","24021370","海外駐在で色々なトレードの経験を積める","人生は自由","商社の教育は手厚い","商社は研修にお金を賭けている","お客様になることが社会のためになる"
"2022/04/28 23:33","6929","26020617","対話ができてこそ信頼がある","たくさん調べた後に自分の価値観を大切にする","何気ない多くの情報の中に自分や自分の未来の宝となるものがかくれている","忙しいことを自覚することで人間性は変わる","世の中にはカタチのないものの商売もある"
"2022/04/28 23:33","6928","25021721","前向きが塞翁が馬","成功している人は最後まで諦めていない人","忙しいと周りが見えなくなるということを自覚する","背景が異なる人と話す対話が大事","気分転換の方法を持つべき"
"2022/04/28 23:33","6927","24020289","どれだけ仕事が立て込んでも心に余裕を常に保つこと。そして、心に余裕が無いことを自覚すること","自分の元に入ってくる多くの情報を関係ないと切り捨てるのではなく、何か自分のこれからのヒントになるのではないかと考えること","自分と相手は全く異なることを理解し、相手を知る前に自分を知ることを大事にし、「対話」を行う","小林さんが「次はマネジメントをしたい」と言っていたように、何歳になっても、自分は何がしたいのかをしっかりと考え、言葉にできるように今を生きること。","「前向きな塞翁が馬」自分が悩んでいることも、ずっとクヨクヨするのではなく、すべては未来につながっていると考えること。「真理を得ることで自由になる」"
"2022/04/28 23:33","6926","21020014","手厚い教育が受けられる環境の大切さ","作業効率を上げるために机周りは整頓する","忙しくても心の余裕を忘れない","社会のために商いをする","悪い事は長くは続かないので自分の味を美味しくするために前向きに取り組む"
"2022/04/28 23:33","6925","37021030","コンサルティングと商社","会話と対話","信頼による、自分を介さないコミュニケーション","人間万事塞翁が馬","挑戦したことによる新しい発見"
"2022/04/28 23:32","6924","31021571","悪いこと、嫌なことは長く続かない","夢中になる中で、心の余裕をなくしてしまった","どんなに忙しくても心の余裕を持つキャパシティーを持つべき","自分を磨いて仕事を磨くことが社会をよりよくする","人生の中で辛いことは自分の味を美味しくし、人生を高めてくれる。"
"2022/04/28 23:32","6923","24019325","商社は教育がすごい","商社を最初にやめるのはもったいない","人と人が社会を作っている","努力する事で得られる","自分で考えて行動する"
"2022/04/28 23:32","6921","24021119","会話と対話を区別する","机は綺麗にすることでアイデアを生む","結果を出す人は最後まで諦めない","社会のためになるビジネスこそ持続可能になる","真理はなんぢらに自由と得さすべし"
"2022/04/28 23:32","6920","24020815","商社はオーガナイザーのようなポジション","どんな形であれ商売を生み出すのが商人","自分が何にワクワクするか","新しい商売を作るのが環境ビジネス","大企業は人を育てることに力を入れている"
"2022/04/28 23:31","6918","24022491","物が24時間取引できる空間が不思議","社会経験は積もって役に立つ","体の余裕より心の余裕をなくすことの方がきつい","自分たちの商売基盤","会話と対話の考え方"
"2022/04/28 23:31","6917","25020258","全体を俯瞰しながらアイデアを出す","新しい商売を作るのが環境ビジネス","どんなに忙しくても心に余裕を持つ","周りを見れているか外の目を持って気づく","休憩を取る"
