担当教員,学籍番号,1,2,3,4,5, ,採点欄,備考欄,コピペ群,重複ワード,参考情報, ,NGワード数,NGワード一覧,再履修
森,22022065,大学からの情報発信や掲示板に将来に繋がるきっかけとなる情報があるので自ら拾いに行く。,仕事で必要とされるのは対話であると社会にでると理解できる。会話と対話の考え方をもっておくことが大切。,様々なことで悩みすぎないことが大切。悩んだときは沼から抜け出す方法を見つけ出すと良い。,良くないことでも向き合っていれば新たな発見を通じて答えが見えてくるので、最後まであきらめない。,良い事は楽しんで悪い時は前向きにとらえて次に繋げる。真理はなんぢらに自由を得さすべし。, , , ,,, , ,0,, 
森,22022067,自分の興味のない情報の中に自分の将来につながる情報が紛れ込んでいる,自分たちは見過ごしがちであるということを自覚する,自分が忙しくなると周りが見えなくなりがちだということを身体に設定しておく,前向きな塞翁が馬あんまりクヨクヨせずに反省はちゃんとしてその上ですぐ立ち上がって走っていく,仕事で必要とされるのは会話ではなく対話, , , ,,, , ,0,,再履修
森,22022068,1年間で10万本のペットボトル削減を可能にした。,自然を活かしたキャンピングキャンパス。,ビズカフェ,大学外はシルカフェ、大学内はビズカフェ,マイボトル、シルカフェとの協力, , , ,,, , ,0,, 
森,22022074,心に余裕のある人間になるには相手のことをちゃんと見る,とにかくkwicなどの連絡をちゃんとみておく,ポジティブな塞翁が馬,バイトがよい社会経験になった,まずは自分自身のことを知る, , , ,,, , ,0,,再履修
森,22022085,前向きな塞翁が馬,明らかに不味いものは取り除いてもいい,スポセンで大喜利,国際経験は高評価,旧社会学部の校舎で学んでいた, , , ,,, , ,0,,再履修
森,22022094,一つでも深い知識を持っていれば、また新しいビジネスを創られる,私たちは情報を見逃しがちであるということを意識しておく,商売を自分なりの形でやっていけるのが商社である,忙しくなったら周りが見えなくなってしまうことを意識する,会社で活躍するには対話能力が必要, , , ,,, , ,0,,再履修
森,22022103,心の余裕,人間万事塞翁が馬,対話,奉仕のための練達,マネージメント能力, , , ,,, , ,0,, 
森,22022105,やりたいことや気になったことには積極的に行動することが大切,他者と自分の考え方などは違うため、相手のことをまずは知ることが必要。,視野を広げてさまざまなことを考える。,世界との繋がり,地球をより良くしていくためにはどうすれば良いのか、何を変えていけば良いのか考える, , , ,,, , ,0,,再履修
森,22022132,人間万事塞翁が馬,心のキャパシティをある程度持っておく,外の目を持って気づく,情報をうまくキャッチする,自分と相手は違うというところからスタート, , , ,,, , ,0,,再履修
森,22022151,かかわってくれる人が喜んでくれるのが仕事のやりがい,商社で働く向き不向きはないが好きな人のほうがやりやすい,マネージメントの能力が求められる,商売が成り立たないと持続性がない,マスタリーフォーサービスは一生の学び, , , ,,, , ,0,, 
森,22022152,商売の形をかえる,商売を大きくする,商品をふかくかんがえる,関わってくれた人が喜んでくれる,自分のことを知った後相手のことも知る, , , ,,, , ,0,,再履修
森,22022154,前向きな塞翁が馬,忙しくても心に余裕を,奉仕のための練達,商売は社会のためにならないと持続性がない,情報を見逃さない, , , ,,, , ,0,,再履修
森,22022162,悩んだときにはその沼から抜け出す自分なりの方法で抜け出す。,反省は必要だが、くよくよして立ち止まらない。,関学には3年で卒業できる飛び級制度がある。,KWICなどをしっかりとみて、自分のためになる情報を収集する。,スープに意外なものが入っていたほうが美味しかったりするように、人生にも予測できないようなことが大事。, , , ,,, , ,0,,再履修
森,22022167,どれだけ忙しくても、心のキャパシティーは必要であること,小さいことからでも学べる,休息は必要、死ぬほどやったところでいいアイディアは浮かばない,嫌なことは続かないけど、必ず糧になる,小さいことから大きな方向性を見出す, , , ,,, , ,0,,再履修
森,22022169,社会のための｢商業｣,前向きな塞翁が馬,会社選びや、大学の飛び級制度など、とにかく｢情報｣を集めて、整理する能力,海外への語学留学や、カナダの滞在歴、卒論のためにコンビニでバイトするなどの｢経験｣,｢経験｣を得るための｢行動力｣, , , ,,, , ,0,, 
森,22022171,体の余裕を無くすより心の余裕を無くす方が作業の影響が大きい,世界の人々に対して心と心で交流する,自分を磨いて仕事を磨いて社会をより良いものにする,死ぬまでMasteryforserviceが続く,インターンへ行くことを決めた「社会学部で学んだのに社会を知らないで良いのか」という考え, , , ,,, , ,0,, 
森,22022189,リフレッシュ,商売,自分達が予想できない事がこれからたくさん起こる。,会話と対話,信頼関係, , , ,,, , ,0,, 
森,22022192,商社,善意,仕組みで解決する,ペットボトル削減,商い, , , ,,, , ,0,,再履修
森,22022200,幅広い分野を扱う商社,心の余裕をもつことの重要さ,飛び級するなどの試み,自分の手で商売を立ち上げ広げていく道,仕事によって他人が喜んでくれて得る嬉しさ, , , ,,, , ,0,, 
森,22022207,自分のことを知る,自分の興味あることに対して前向きな姿勢で取り組む,会話や対話の内容を意識する,接する相手のことを知る,進路などについて自分が何をしたいのかをよく考える, , , ,,, , ,0,, 
森,22022212,飛び級や院のお話にあった情報のキャッチ力について、情報力は重要であるのだろうと思った。,何百社も下調べをして業界や会社を絞り込むことは重要であると思った。,忙しくなると周りが見えなくなる。そのことを自覚することが大事。,仕事には、人の喜ぶことをしたいなどの情熱とエネルギーを注ぎ込める強烈な夢や目標が必要であると思った。,ビジネスには持続性が必要で、そのためには常に学び、自分を高め続けなければならない。, , , ,,, , ,0,, 
